item_id,source_file,source_sheet,source_row,original_name
RM-000488,B,조립 자재,397,"ADX6000_연아크릴 [직사각형 215*195mm] - 8T
_하단 가공된 것"
RM-000489,A,26.03월,492,연아크릴 실리콘 오링
RM-000489,B,조립 자재,401,DX3000용 연아크릴 실리콘 오링 3030
RM-000490,A,26.03월,493,연아크릴 실리콘 오링
RM-000490,B,조립 자재,401,DX3000용 연아크릴 실리콘 오링 3030
RM-000491,A,26.03월,494,연아크릴 실리콘 오링
RM-000491,B,조립 자재,401,DX3000용 연아크릴 실리콘 오링 3030
RM-000492,A,26.03월,495,IRay D3 NAME PLATE
RM-000492,B,조립 자재,409,iRay D3 NAME PLATE
RM-000493,A,26.03월,496,NAME PLATE
RM-000493,B,조립 자재,408,DX3000 NAME PLATE
RM-000494,A,26.03월,497,우루과이 NAME PLATE
RM-000494,B,조립 자재,408,DX3000 NAME PLATE
RM-000495,A,26.03월,498,NAME PLATE
RM-000495,B,조립 자재,408,DX3000 NAME PLATE
RM-000496,A,26.03월,499,ADX6000 NAME PLATE
RM-000496,B,조립 자재,422,ADX6000 name plate
RM-000497,A,26.03월,500,IRay A6 NAME PLATE
RM-000497,B,조립 자재,423,IRay A6 name plate
RM-000498,A,26.03월,501,IRay A6S NAME PLATE
RM-000498,B,조립 자재,409,iRay D3 NAME PLATE
RM-000499,A,26.03월,502,DEXCOWIN NAME PLATE
RM-000499,B,조립 자재,408,DX3000 NAME PLATE
RM-000500,A,26.03월,503,DEXCOWIN NAME PLATE
RM-000500,B,조립 자재,408,DX3000 NAME PLATE
RM-000501,A,26.03월,504,SUS PLATE
RM-000502,A,26.03월,505,DEXCOWIN NAME PLATE
RM-000502,B,조립 자재,408,DX3000 NAME PLATE
RM-000503,A,26.03월,506,DEXCOWIN NAME PLATE
RM-000503,B,조립 자재,408,DX3000 NAME PLATE
RM-000504,A,26.03월,507,손잡이 에폭시 스티커
RM-000505,A,26.03월,508,패드
RM-000506,A,26.03월,509,구강 카메라
RM-000506,B,조립 자재,431,i cam 구강 카메라 박스
RM-000507,A,26.03월,510,330N 센서 케이스
RM-000507,B,조립 자재,434,330N DRTECH 센서
RM-000508,A,26.03월,511,17*17 DRTECH 센서
RM-000508,B,조립 자재,434,330N DRTECH 센서
RM-000509,A,26.03월,512,330N DRTECH 센서
RM-000509,B,조립 자재,434,330N DRTECH 센서
RM-000510,A,26.03월,513,810 DRTECH 센서
RM-000510,B,조립 자재,434,330N DRTECH 센서
RM-000511,A,26.03월,514,HDI 1000 [Rex2 Classic/1.5]
RM-000511,B,조립 자재,437,HDI 2000 [Rex2 Premium/1.5]
RM-000512,A,26.03월,515,HDI 2000 [Rex2 Premium/1.5]
RM-000512,B,조립 자재,437,HDI 2000 [Rex2 Premium/1.5]
RM-000513,A,26.03월,516,HDI 2000 [Rex2 Premium/2.0]
RM-000513,B,조립 자재,438,HDI 2000 [Rex2 Premium/2.0]
RM-000514,A,26.03월,517,HDI-S [Rex2 Premium/1.0]
RM-000514,B,조립 자재,439,HDI-S [Rex2 Premium/1.0]
RM-000515,A,26.03월,518,HDI-S [Rex2 Premium/1.5]
RM-000515,B,조립 자재,440,HDI-S [Rex2 Premium/1.5]
RM-000516,A,26.03월,519,HDI-S [Rex2 Premium/2.0]
RM-000516,B,조립 자재,441,HDI-S [Rex2 Premium/2.0]
RM-000517,A,26.03월,520,CMOS 센서 (#1)
RM-000517,B,조립 자재,442,CMOS 센서-EV71JU215A-C-00B1(#1)
RM-000518,A,26.03월,521,CMOS 센서 (#2)
RM-000518,B,조립 자재,443,CMOS 센서-EV71JU213A-C-00B1(#2)
RM-000519,A,26.03월,522,SCREW CAP
RM-000519,B,조립 자재,404,SCREW CAP
RM-000520,A,26.03월,523,Cradle RUBBER
RM-000520,B,조립 자재,311,CRADLE FOOT RUBBER
RM-000521,A,26.03월,524,볼트마개
RM-000522,A,26.03월,525,CD 케이스
RM-000522,B,조립 자재,280,TOP BODY 사출 (cocoon로고 없음)
RM-000523,A,26.03월,526,공 CD
RM-000524,A,26.03월,527,터치 팬
RM-000524,B,조립 자재,414,터치 팬
RM-000525,A,26.03월,528,틸트 암 부쉬
RM-000526,A,26.03월,529,스탠드 부속품 (바-부쉬)
RM-000527,A,26.03월,530,스탠드 부속품 (바-부쉬링)
RM-000528,A,26.03월,531,스탠드 브라켓(암연결용)
RM-000528,B,조립 자재,253,국내용 스탠드 브라켓 1. BLOCK
RM-000529,A,26.03월,532,스탠드 브라켓(제품용)
RM-000529,B,조립 자재,253,국내용 스탠드 브라켓 1. BLOCK
RM-000530,A,26.03월,533,스탠드홀드
RM-000530,B,조립 자재,274,스탠드 홀드 (메탈)
RM-000531,A,26.03월,534,스탠드홀드
RM-000531,B,조립 자재,274,스탠드 홀드 (메탈)
RM-000532,A,26.03월,535,스탠드홀드(신형)
RM-000532,B,조립 자재,276,스탠드 홀드 브라켓 (흰색)
RM-000533,A,26.03월,536,배터리 거치대 사출 SETS
RM-000533,B,조립 자재,151,컬리메이터 Mirror 거치대 사출
RM-000534,A,26.03월,537,배터리 거치대용 신주핀
RM-000535,A,26.03월,538,스탠드 브라켓 조인트 셋트
RM-000535,B,조립 자재,262,스탠드 브라켓 조인트 셋트 (브라켓 1~9)
RM-000536,A,26.03월,539,스탠드 브라켓 족의학용
RM-000536,B,조립 자재,253,국내용 스탠드 브라켓 1. BLOCK
RM-000537,A,26.03월,540,국내용 스탠드 브라켓 1. BLOCK
RM-000537,B,조립 자재,253,국내용 스탠드 브라켓 1. BLOCK
RM-000538,A,26.03월,541,국내용 스탠드 브라켓 2. ARM
RM-000538,B,조립 자재,254,국내용 스탠드 브라켓 2. ARM
RM-000539,A,26.03월,542,국내용 스탠드 브라켓 3. TILT BODY
RM-000539,B,조립 자재,255,국내용 스탠드 브라켓 3. TILT BODY
RM-000540,A,26.03월,543,국내용 스탠드 브라켓 4. BASE
RM-000540,B,조립 자재,256,국내용 스탠드 브라켓 4. BASE
RM-000541,A,26.03월,544,국내용 스탠드 브라켓 5. SHAFT
RM-000541,B,조립 자재,257,국내용 스탠드 브라켓 5. SHAFT
RM-000542,A,26.03월,545,국내용 스탠드 브라켓 6. PUSH PLATE
RM-000542,B,조립 자재,258,국내용 스탠드 브라켓 6. PUSH PLATE
RM-000543,A,26.03월,546,국내용 스탠드 브라켓 7. EASY LOCK PLATE
RM-000543,B,조립 자재,259,국내용 스탠드 브라켓 7. EASY LOCK PLATE
RM-000544,A,26.03월,547,국내용 스탠드 브라켓 8. MOUNT
RM-000544,B,조립 자재,260,국내용 스탠드 브라켓 8. MOUNT
RM-000545,A,26.03월,548,국내용 스탠드 브라켓 9. 조임 손잡이
RM-000545,B,조립 자재,261,국내용 스탠드 브라켓 9. 조임 손잡이
RM-000546,A,26.03월,549,전자 각도기
RM-000546,B,조립 자재,428,전자 각도기
RM-000547,A,26.03월,550,각도기 거치대
RM-000547,B,조립 자재,429,각도기 거치대
RM-000548,A,26.03월,551,각도기 내부 철판
RM-000548,B,조립 자재,430,각도기 내부 철판
RM-000549,A,26.03월,552,각도기 홀더
RM-000550,A,26.03월,553,사각 줄자 가이드
RM-000550,B,조립 자재,425,사각 줄자 가이드
RM-000551,A,26.03월,554,AlmyT STAND BODY SET
RM-000552,A,26.03월,555,AlmyT STAND ACC SET
RM-000552,B,조립 자재,264,AllMyT Stand Arm 및 Accessory
RM-000553,A,26.03월,556,체스트 & 베드 스탠드
RM-000553,B,조립 자재,269,"체스트 & 베드 스탠드 박스 내장재 상, 하판 [230 * 130 * 30T]"
RM-000554,A,26.03월,557,체스트 & 베드 암 파이프
RM-000554,B,조립 자재,265,체스트 & 베드 STAND
RM-000555,A,26.03월,558,체스트 & 베드 조인트 암
RM-000555,B,조립 자재,265,체스트 & 베드 STAND
RM-000556,A,26.03월,559,"체스트 & 베드 픽스 블럭 A, B (육각 렌치 3, 5)"
RM-000556,B,조립 자재,265,체스트 & 베드 STAND
RM-000557,A,26.03월,560,접이식 스탠드 SET
RM-000557,B,조립 자재,273,접이식 정형외과용 스탠드 세트
RM-000558,A,26.03월,561,REMOTE CONTROL
RM-000558,B,조립 자재,421,REMOTE CONTROL [RW20]- 3M
RM-000559,A,26.03월,562,FOOT SWITCH
RM-000560,A,26.03월,563,리드스위치
RM-000561,A,26.03월,564,쉴드 오링
RM-000561,B,조립 자재,399,실드 오링[60∮] _ AN-036
RM-000562,A,26.03월,565,OS라이센서 라벨
RM-000562,B,조립 자재,413,OS라이센서 라벨
RM-000563,A,26.03월,566,실리콘 캡
RM-000563,B,조립 자재,371,크래들 실리콘 커버
RM-000564,A,26.03월,568,Battery Pack
RM-000565,A,26.03월,569,Battery Case
RM-000566,A,26.03월,570,배터리 내부 단자
RM-000566,B,조립 자재,304,내부 배터리 [PF605060HP]
RM-000567,A,26.03월,571,고압베어 B/D
RM-000567,C,고압,55,고압베어B/D
RM-000568,A,26.03월,572,8핀 B/D
RM-000568,C,고압,65,8핀 BD
RM-000569,A,26.03월,573,고압 다이오드
RM-000569,C,고압,9,"고압다이오드 2CL77 [20KV, 5mA]"
RM-000570,A,26.03월,574,고압용 칩 세라믹 콘덴서
RM-000571,A,26.03월,575,세라믹 튜브 하우징 파이프
RM-000571,C,고압,102,70KV 튜브 하우징용 파이프
RM-000572,A,26.03월,576,내부 케이스
RM-000573,A,26.03월,577,고압 격벽
RM-000574,A,26.03월,578,에이밍 필터
RM-000574,B,조립 자재,321,알루미늄 필터 [ 0.5T * Φ63 ]
RM-000575,A,26.03월,579,CTR B/D (ST용)
RM-000575,B,조립 자재,515,CTR _BD
RM-000576,A,26.03월,580,CTR B/D (구형)
RM-000576,B,조립 자재,515,CTR _BD
RM-000577,A,26.03월,581,OLED PANEL
RM-000577,B,조립 자재,277,OLED PANEL
RM-000578,A,26.03월,582,OLED GUIDE
RM-000578,B,조립 자재,278,OLED GUIDE 사출 
RM-000579,A,26.03월,583,EX B/D (원버턴)
RM-000579,B,조립 자재,37,EX BD (원버턴) - 사파리
RM-000580,A,26.03월,584,FFC 10핀
RM-000581,A,26.03월,585,하네스 3-1번
RM-000581,B,조립 자재,224,40pin FFC Cable (50mm) _ 하네스 14번
RM-000582,A,26.03월,586,하네스 12번
RM-000582,B,조립 자재,221,"PC, CTR BD 연결 _ 하네스 10번 
[ CHW0640-03, 1205HS-03 (130mm) ]"
RM-000583,A,26.03월,587,하네스 7-1번
RM-000583,B,조립 자재,214,"PC, FRONT BD 연결 _  하네스 2번
[ 12505HS-04, USB-105 (70mm) ]"
RM-000584,A,26.03월,588,POWER BD
RM-000584,B,조립 자재,113,POWER BD
RM-000585,A,26.03월,589,CTR B/D
RM-000585,B,조립 자재,515,CTR _BD
RM-000586,A,26.03월,590,INNER USB B/D
RM-000587,A,26.03월,591,LCD B/D
RM-000587,B,조립 자재,38,LCD BD 
RM-000588,A,26.03월,592,Carrier B/D (구형 KONTRON)
RM-000588,B,조립 자재,201,Carrier B/D (구형 KONTRON)
RM-000589,A,26.03월,593,Carrier B/D (신형 DFI)
RM-000589,B,조립 자재,202,Carrier B/D (신형 DFI)
RM-000590,A,26.03월,594,ETC CARRIER BD
RM-000590,B,조립 자재,198,ETC CARRIER BD (IEC-1000)
RM-000591,A,26.03월,595,ETC CARRIER MINI BD
RM-000591,B,조립 자재,200,ETC CARRIER MINI BD 
RM-000592,A,26.03월,596,Front Micro B/D
RM-000592,B,조립 자재,205,Front Micro B/D (ADX6000용)
RM-000593,A,26.03월,597,Front Connector B/D
RM-000593,B,조립 자재,204,FRONT CONNECTOR B/D (ADX6000용)
RM-000594,A,26.03월,598,ETC FRONT BD
RM-000594,B,조립 자재,177,ETC FRONT BD  (리모콘 포트 수정 신형 얇은것)
RM-000595,A,26.03월,599,ETC FRONT BD
RM-000595,B,조립 자재,177,ETC FRONT BD  (리모콘 포트 수정 신형 얇은것)
RM-000596,A,26.03월,600,컬리메이터 LED B/D
RM-000596,B,조립 자재,211,컬리메이터 LED B/D (신형 LED 밝기 수정한 것)
RM-000597,A,26.03월,601,컬리메이터 LED B/D
RM-000597,B,조립 자재,211,컬리메이터 LED B/D (신형 LED 밝기 수정한 것)
RM-000598,A,26.03월,602,ETC EX BATTERY BD
RM-000599,A,26.03월,603,ETC RESIST BD
RM-000600,A,26.03월,604,ETC CAP BANK BD
RM-000601,A,26.03월,605,LED DRIVER B/D
RM-000601,C,고압,206,V1.0.0
RM-000602,A,26.03월,606,"DRTech FDXD-810, FLAATZ-N330 CTR Battery B/D"
RM-000603,A,26.03월,607,"DRTech FDXD-810, FLAATZ-N330 CTR Battery B/D"
RM-000604,A,26.03월,608,FFC (16핀)
RM-000604,B,조립 자재,229,FFC 16pin [82mm] (ADX6000용)
RM-000605,A,26.03월,609,하네스 8번
RM-000605,B,조립 자재,218,"DF19G-20S-1C(0.5) (2EA) (160mm) (ADX6000s용)
LVDS 케이블 (하네스 7번)"
RM-000606,A,26.03월,610,하네스 9번
RM-000606,B,조립 자재,219,"Carrier Mini BD 케이블 _ 하네스 9번  
 [ 12505HS-03 (100mm) ]"
RM-000607,A,26.03월,611,하네스 12번
RM-000607,B,조립 자재,322,"CTR BD 외부단자 2핀 (TX30(FEMALE)+YH396-02100mm 
(하네스 1번)"
RM-000608,A,26.03월,612,하네스 13번
RM-000608,B,조립 자재,215,"Power&Exp Connector Wire Harness 12pin [170mm,70mm] (하네스 3번)"
RM-000609,A,26.03월,613,USB Connector Wire Harness (4핀)
RM-000609,B,조립 자재,228,USB Connector Wire Harness 4pin [100mm]
RM-000610,A,26.03월,614,Front USB Wire Harness (4핀)
RM-000610,B,조립 자재,230,Front USB Wire Harness 4pin [80mm]
RM-000611,A,26.03월,615,RS422 통신 Wire Harness (6핀)
RM-000611,B,조립 자재,227,RS422 통신 Wire Harness 6pin [120mm] 
RM-000612,A,26.03월,616,PC Connector Wire Harness (7핀)
RM-000612,B,조립 자재,226,"PC Connector Wire Harness 7pin 
[100mm,140mm,200mm] "
RM-000613,A,26.03월,617,"4.3"" LCD"
RM-000613,B,조립 자재,193,"4.3"" LCD 판넬 (IEC-266 & IEC-1000 공용)"
RM-000614,A,26.03월,618,"4.3"" Module"
RM-000614,B,조립 자재,194,"4.3"" Module (IEC-266 구형)"
RM-000615,A,26.03월,619,컬리메이터 REAR 사출
RM-000615,B,조립 자재,73,컬리메이터 사출 ASS'Y 에이밍 적용
RM-000616,A,26.03월,620,컬리메이터 내부하우징 사출
RM-000616,B,조립 자재,149,컬리메이터 내부하우징 사출
RM-000617,A,26.03월,621,컬리메이터 내부브릿지 사출
RM-000617,B,조립 자재,150,컬리메이터 내부브릿지 사출
RM-000618,A,26.03월,622,컬리메이터 MIRROR 거치대 사출
RM-000618,B,조립 자재,151,컬리메이터 Mirror 거치대 사출
RM-000619,A,26.03월,623,Micro USB 사출 가이드
RM-000619,B,조립 자재,173,Micro USB 사출 가이드
RM-000620,A,26.03월,624,아크릴 은경
RM-000620,B,조립 자재,152,아크릴 은경
RM-000621,A,26.03월,625,스킨가드 FRAME
RM-000622,A,26.03월,626,스킨가드 BODY
RM-000623,A,26.03월,627,스킨가드 구형
RM-000624,A,26.03월,628,Top Block
RM-000624,B,조립 자재,156,Top Block
RM-000625,A,26.03월,629,알루미늄 브라켓 4 hole
RM-000625,B,조립 자재,190,알루미늄 브라켓 6 hole
RM-000626,A,26.03월,630,컬리메이터 LED 알루미늄 가이드
RM-000626,B,조립 자재,153,컬리메이터 LED 알루미늄 가이드
RM-000627,A,26.03월,631,외부전원 연결 DC잭 고무링
RM-000627,B,조립 자재,303,BAT BOTTOM RUBBER
RM-000628,A,26.03월,632,외부전원 연결 DC잭 너트
RM-000629,A,26.03월,633,Front Port Sticker
RM-000629,B,조립 자재,176,Front Port Sticker (전면 포트 스티커)
RM-000630,A,26.03월,634,Front Port Sticker
RM-000630,B,조립 자재,176,Front Port Sticker (전면 포트 스티커)
RM-000631,A,26.03월,635,Front Port Sticker
RM-000631,B,조립 자재,180,"Front Port Sticker 
(USB 포트 제거형)"
RM-000632,A,26.03월,636,가죽 손잡이 (탈착배터리 터치펜 O)
RM-000632,B,조립 자재,191,가죽 손잡이 탈착배터리용 터치펜 O
RM-000633,A,26.03월,637,가죽 손잡이 (외부배터리)
RM-000633,B,조립 자재,191,가죽 손잡이 탈착배터리용 터치펜 O
RM-000634,A,26.03월,638,BODY LEFT 사출(외부배터리 사출커팅)
RM-000634,B,조립 자재,169,BODY LEFT 사출
RM-000635,A,26.03월,639,BODY RIGHT 사출(외부배터리용)
RM-000635,B,조립 자재,181,BODY RIGHT 사출
RM-000636,A,26.03월,640,RIGHT Ass'y
RM-000636,B,조립 자재,248,BODY RIGHT ASS'Y
RM-000637,A,26.03월,641,컬리메이터 내부하우징 사출 + 납
RM-000637,B,조립 자재,149,컬리메이터 내부하우징 사출
RM-000638,A,26.03월,642,330N 센서 하네스 1번 (배터리팩 4핀)
RM-000638,B,조립 자재,434,330N DRTECH 센서
RM-000639,A,26.03월,643,330N 센서 하네스 2번 (전원 스위치 2핀)
RM-000639,B,조립 자재,323,"TX30(MALE)+DC022(2.5) 80mm 전원 외부단자 2핀 
(하네스 2번)"
RM-000640,A,26.03월,644,330N 센서 하네스 3번 (플랫 24핀)
RM-000640,B,조립 자재,434,330N DRTECH 센서
RM-000641,A,26.03월,645,330N 센서 하네스 4번 (8핀)
RM-000641,B,조립 자재,434,330N DRTECH 센서
RM-000642,A,26.03월,646,330N 센서 하네스 5번 (인터페이스 케이블)
RM-000642,B,조립 자재,434,330N DRTECH 센서
RM-000643,A,26.03월,647,330N 센서 고무발
RM-000643,B,조립 자재,434,330N DRTECH 센서
RM-000644,A,26.03월,648,SKIN GUARD FRAME
RM-000644,B,조립 자재,158,Skin Guard Frame
RM-000645,A,26.03월,649,BOTTOM BLOCK
RM-000646,A,26.03월,650,SMPS (PSU)
RM-000647,A,26.03월,651,마그네틱 젠더
RM-000648,A,26.03월,652,스킨가드
RM-000648,B,조립 자재,427,스킨가드(밸크로)
RM-000649,A,26.03월,653,와이어 몰드
BA-000001,B,조립 자재,7,POWER LED
BA-000002,B,조립 자재,10,FRONT COVER (듀얼 슬라이드)
BA-000003,B,조립 자재,12,REAR COVER
BA-000004,B,조립 자재,13,LCD LED
BA-000005,B,조립 자재,14,EX LED (왼쪽)
BA-000006,B,조립 자재,15,EX LED (오른쪽)
BA-000007,B,조립 자재,17,HAND STRAP
BA-000008,B,조립 자재,18,"HAND STRAP_로고없음_사파리,이미지웍스용"
BA-000009,B,조립 자재,20,20cm CONE
BA-000010,B,조립 자재,26,LCD 윈도우
BA-000011,B,조립 자재,27,배터리커버
BA-000012,B,조립 자재,28,배터리커버
BA-000013,B,조립 자재,29,배터리커버
BA-000014,B,조립 자재,30,데코가이드
BA-000015,B,조립 자재,36,EX BD (듀얼) - 오른쪽
BA-000016,B,조립 자재,40,TFT LCD BD
BF-000001,B,조립 자재,42,데코가이드 ASS'Y (손잡이 포함)
BF-000002,B,조립 자재,43,LCD BD ASS'Y
BF-000003,B,조립 자재,44,LCD BD ASS'Y _사파리_원버턴 타입
BF-000004,B,조립 자재,45,LCD BD ASS'Y _TFT
BF-000005,B,조립 자재,46,기본 사출 ASS'Y
BF-000006,B,조립 자재,47,기본 사출 ASS'Y
BF-000007,B,조립 자재,48,사출 ASS'Y _ 태국용
BF-000008,B,조립 자재,49,기본 사출 ASS'Y _ 이미지웍스
BF-000009,B,조립 자재,50,기본 사출 ASS'Y _ CBI
BF-000010,B,조립 자재,51,기본 사출 ASS'Y _ 미국용_동물용
BF-000011,B,조립 자재,53,20cm 사출 ASS'Y - 기본
BF-000012,B,조립 자재,54,20cm 사출 ASS'Y - 기본
BF-000013,B,조립 자재,55,20cm 사출 ASS'Y - 맥스레이
BF-000014,B,조립 자재,56,20cm 사출 ASS'Y - 맥스레이
BF-000015,B,조립 자재,57,20cm 사출 ASS'Y 원버튼 _ 사파리용
BF-000016,B,조립 자재,58,기본 사출 ASS'Y _ SMPS용
BF-000017,B,조립 자재,59,사출 ASS'Y _ 태국용
BA-000017,B,조립 자재,62,컬리메이터 TOP
BA-000018,B,조립 자재,63,컬리메이터 BOTTOM
BA-000019,B,조립 자재,64,컬리메이터 FRONT
BA-000020,B,조립 자재,65,메디컬용 콘 가이드
BA-000021,B,조립 자재,66,메디컬용 FRONT
BA-000022,B,조립 자재,68,아크릴 은경 40∮
BA-000023,B,조립 자재,69,에이밍 알루미늄 플레이트
BA-000024,B,조립 자재,70,에이밍 LED BD
BA-000025,B,조립 자재,71,에이밍 원형 LED GUIDE
BF-000018,B,조립 자재,72,에이밍라이트 플레이트 ASS'Y
BF-000019,B,조립 자재,74,메디컬용 FRONT ASS'Y
BF-000020,B,조립 자재,75,메디컬용 사출 ASS'Y
BA-000026,B,조립 자재,79,BOTTOM BODY
BA-000027,B,조립 자재,80,POWER BUTTON
BA-000028,B,조립 자재,87,LCD GUIDE
BA-000029,B,조립 자재,89,데코 가이드
BA-000030,B,조립 자재,92,20cm CONE
BA-000031,B,조립 자재,93,15cm CONE
BA-000032,B,조립 자재,110,BUFFALO WIFI [WLI-UC-GNM2]
BA-000033,B,조립 자재,115,EX B/D
BA-000034,B,조립 자재,116,Carrier BD _ KONTRON
BA-000035,B,조립 자재,118,Carrier BD _ DFI
BF-000021,B,조립 자재,133,TOP BODY 사출 ASS'Y
BF-000022,B,조립 자재,134,BOTTOM BODY 사출 ASS'Y
BF-000023,B,조립 자재,135,기본 CONE ASS'Y
BF-000024,B,조립 자재,136,15cm CONE ASS'Y
BF-000025,B,조립 자재,137,20cm CONE ASS'Y
BF-000026,B,조립 자재,138,"4.8"" LCD BD ASS'Y"
BA-000036,B,조립 자재,139,KONTRON_B/D ASS′Y (carrier B/D+Module B/D+방열팬+USB B/D)
BA-000037,B,조립 자재,140,DFI_B/D ASS′Y (carrier B/D+Module B/D+방열팬+USB B/D)
BA-000038,B,조립 자재,148,컬리메이터 콘 가이드
BA-000039,B,조립 자재,157,Bottom Blcok
BA-000040,B,조립 자재,159,아크릴 투명 십자 panel (70 x70 mm)
BA-000041,B,조립 자재,168,LCD 배젤 스티커 - 중앙 필름 제거
BA-000042,B,조립 자재,186,크래들 TOP 사출
BA-000043,B,조립 자재,187,크래들 BOTTOM 사출
BA-000044,B,조립 자재,192,가죽 손잡이 탈착배터리용 터치펜 X
BA-000045,B,조립 자재,196,LCD B/D
BA-000046,B,조립 자재,197,LCD B/D
BA-000047,B,조립 자재,199,ETC CARRIER BD (IEC-266)
BA-000048,B,조립 자재,209,EX B/D
BA-000049,B,조립 자재,213,"CTR, CURRENT, FRONT, PC BD연결 _ 하네스 1-1번 [ 12505HS-06, 12505HS-04, 12505HS-03, 5264-02 (250mm, 140mm, 300mm) ]"
BF-000027,B,조립 자재,231,콘 납 부착 ASS'Y
BF-000028,B,조립 자재,232,콘 컬리메이터 ASS'Y
BF-000029,B,조립 자재,233,콘 컬리메이터 ASS'Y + BOTTOM Base block
BF-000030,B,조립 자재,234,컬리메이터 ASS'Y
BF-000031,B,조립 자재,235,컬리메이터 ASS'Y + BOTTOM Base block (더 밝게 수정)
BF-000032,B,조립 자재,236,컬리메이터 ASS'Y + BOTTOM Base block
BF-000033,B,조립 자재,237,"컬리메이터 ASS'Y + TOP, BOTTOM Base block"
BF-000034,B,조립 자재,238,[CR-ADX] 크래들 ASS'Y
BF-000035,B,조립 자재,239,LCD ASS'Y
BF-000036,B,조립 자재,240,Main PC ASS'Y
BF-000037,B,조립 자재,241,탈착형 BODY LEFT ASS'Y
BF-000038,B,조립 자재,242,외부형 BODY LEFT ASS'Y
BF-000039,B,조립 자재,243,LCD ASS'Y
BF-000040,B,조립 자재,244,Main PC ASS'Y (IEC-266 구형)
BF-000041,B,조립 자재,245,Main PC ASS'Y (IEC-1000 신형)
BF-000042,B,조립 자재,246,탈착형 BODY LEFT ASS'Y
BF-000043,B,조립 자재,247,외부형 BODY LEFT ASS'Y
BF-000044,B,조립 자재,249,BODY RIGHT ASS'Y (관전류 B/D 미포함)
BF-000045,B,조립 자재,250,탈착형 BODY LEFT ASS'Y
BF-000046,B,조립 자재,251,컬리메이터 콘 가이드 ASS'Y (납 부착)
BA-000050,B,조립 자재,263,AllMyT Stand Base
BA-000051,B,조립 자재,266,체스트 & 베드 JOINT ARM
BA-000052,B,조립 자재,267,체스트 & 베드 ARM PIPE
BA-000053,B,조립 자재,268,"체스트 & 베드 FIX BLOCK A, B"
BA-000054,B,조립 자재,275,스탠드 홀드 (메탈)
BA-000055,B,조립 자재,279,TOP BODY 사출
BA-000056,B,조립 자재,281,TOP BODY 사출 (케어스트림)
BA-000057,B,조립 자재,282,BOTTOM BODY 사출
BA-000058,B,조립 자재,283,BOTTOM BODY 사출
BA-000059,B,조립 자재,284,POWER BUTTON 사출
BA-000060,B,조립 자재,285,POWER BUTTON 사출
BA-000061,B,조립 자재,291,LOCK KNOB
BA-000062,B,조립 자재,292,LOCK INNER
BA-000063,B,조립 자재,295,HAND BODY 사출
BA-000064,B,조립 자재,296,HAND TOP COVER 사출
BA-000065,B,조립 자재,299,SLIDE SWITCH 사출
BA-000066,B,조립 자재,308,CRADLE FRAME
BA-000067,B,조립 자재,309,신주 핀
BA-000068,B,조립 자재,318,WINDOW
BA-000069,B,조립 자재,319,WINDOW (cocoon로고 없음)
BA-000070,B,조립 자재,329,POWER SWITCH BD
BA-000071,B,조립 자재,331,BATTERY BRIDGE BD
BA-000072,B,조립 자재,332,CRADLE BD
BA-000073,B,조립 자재,333,TOUCH BD (Atmega128)_FFC케이블 케넥트 수정 (신형)
BF-000047,B,조립 자재,336,TOP BODY ASS'Y
BF-000048,B,조립 자재,337,TOP BODY ASS'Y (cocoon 로고 없는것)
BF-000049,B,조립 자재,338,TOP BODY ASS'Y
BF-000050,B,조립 자재,339,BOTTOM BODY ASS'Y
BF-000051,B,조립 자재,340,BOTTOM BODY ASS'Y
BF-000052,B,조립 자재,342,HANDLE ASS'Y
BF-000053,B,조립 자재,343,HANDLE ASS'Y (리모콘 적용 + BAT BOTTOM + 배터리 없는것)
BF-000054,B,조립 자재,344,HANDLE ASS'Y
BF-000055,B,조립 자재,345,CRADLE ASS'Y
BF-000056,B,조립 자재,346,CRADLE ASS'Y
BA-000074,B,조립 자재,349,원형 십자 아크릴 1 (테두리 얇게 있는 것) 2.0T
BA-000075,B,조립 자재,351,사각 앞사출
BA-000076,B,조립 자재,352,에이밍 라이트 은경
BA-000077,B,조립 자재,353,LED BODY A (블랙_원형)
BA-000078,B,조립 자재,354,LED BODY B (블랙_사각형)
BF-000057,B,조립 자재,355,에이밍 은경 + LED BD ASS'Y
BA-000079,B,조립 자재,357,POWER SWITCH BD (에이밍용 V3.0.0)
BA-000080,B,조립 자재,360,락커스위치 2핀 ( YHM025-02R 100mm - Black 하네스 3번)
BA-000081,B,조립 자재,361,코쿤 에이밍라이트 오링 [60∮ * 25]
BF-000058,B,조립 자재,362,COCOON 18cm Cone Ass'y (검정 부직포)
BF-000059,B,조립 자재,363,COCOON 20cm Cone Ass'y (검정 부직포)
BA-000082,B,조립 자재,364,락커스위치 2핀 ( YHM025-02R 100mm - White 하네스 3번)
BA-000083,B,조립 자재,365,BAT BOTTOM
BA-000084,B,조립 자재,366,FRONT_L
BA-000085,B,조립 자재,367,FRONT_CAP
BA-000086,B,조립 자재,368,사각 앞사출
BF-000060,B,조립 자재,369,사각 앞사출 ASS'Y (앞사출+십자아크릴+납)
BF-000061,B,조립 자재,370,사각 앞사출 ASS'Y (앞사출+십자아크릴+납)
BF-000062,B,조립 자재,372,TOP BODY ASS'Y (에이밍)
BF-000063,B,조립 자재,373,BOTTOM BODY ASS'Y
